Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,HOUR,STATION,NO2,RSP,O3,FSP
10/1/2024,17,TAP MUN,9,26,113,15
10/1/2024,18,TAP MUN,7,23,119,13
10/1/2024,19,TAP MUN,7,17,86,10
10/1/2024,20,TAP MUN,15,20,73,13
10/1/2024,21,TAP MUN,16,26,72,15
10/1/2024,22,TAP MUN,16,27,68,17
10/1/2024,23,TAP MUN,17,25,64,16
10/1/2024,24,TAP MUN,20,28,58,18
11/1/2024,01,TAP MUN,19,26,58,16
11/1/2024,02,TAP MUN,17,24,60,16
11/1/2024,03,TAP MUN,14,27,63,20
11/1/2024,04,TAP MUN,14,26,63,19
11/1/2024,05,TAP MUN,14,27,62,21
11/1/2024,06,TAP MUN,14,23,62,17
11/1/2024,07,TAP MUN,18,21,56,15
11/1/2024,08,TAP MUN,19,22,55,17
11/1/2024,09,TAP MUN,16,24,60,17
11/1/2024,10,TAP MUN,15,28,68,19
11/1/2024,11,TAP MUN,14,29,78,20
11/1/2024,12,TAP MUN,11,30,97,20
11/1/2024,13,TAP MUN,7,35,117,22
11/1/2024,14,TAP MUN,10,40,141,26
11/1/2024,15,TAP MUN,11,52,154,35
11/1/2024,16,TAP MUN,10,53,157,37
11/1/2024,17,TAP MUN,9,49,149,34
11/1/2024,18,TAP MUN,10,46,144,31
11/1/2024,19,TAP MUN,9,46,141,30
11/1/2024,20,TAP MUN,9,45,131,28
11/1/2024,21,TAP MUN,8,43,98,29
11/1/2024,22,TAP MUN,9,35,108,27
11/1/2024,23,TAP MUN,9,50,140,35
11/1/2024,24,TAP MUN,10,49,119,31
12/1/2024,01,TAP MUN,N.A.,44,N.A.,32
12/1/2024,02,TAP MUN,8,37,92,29
12/1/2024,03,TAP MUN,9,44,105,32
12/1/2024,04,TAP MUN,9,46,96,32
12/1/2024,05,TAP MUN,8,41,82,30
12/1/2024,06,TAP MUN,8,39,79,29
12/1/2024,07,TAP MUN,9,40,72,30
12/1/2024,08,TAP MUN,12,43,71,30
12/1/2024,09,TAP MUN,14,53,104,37
12/1/2024,10,TAP MUN,12,64,115,41
12/1/2024,11,TAP MUN,11,61,129,38
12/1/2024,12,TAP MUN,12,59,140,37
12/1/2024,13,TAP MUN,12,62,155,39
12/1/2024,14,TAP MUN,10,66,162,42
12/1/2024,15,TAP MUN,11,67,167,44
12/1/2024,16,TAP MUN,11,61,173,40
12/1/2024,17,TAP MUN,11,59,174,39
12/1/2024,18,TAP MUN,22,60,177,42
12/1/2024,19,TAP MUN,16,63,178,43
12/1/2024,20,TAP MUN,13,63,167,44
12/1/2024,21,TAP MUN,12,59,116,43
12/1/2024,22,TAP MUN,9,48,96,39
12/1/2024,23,TAP MUN,9,48,85,40
12/1/2024,24,TAP MUN,9,47,75,39
13/1/2024,01,TAP MUN,8,48,73,41
13/1/2024,02,TAP MUN,8,46,69,38
13/1/2024,03,TAP MUN,8,43,72,35
13/1/2024,04,TAP MUN,9,42,73,34
13/1/2024,05,TAP MUN,11,48,77,38
13/1/2024,06,TAP MUN,9,49,70,38
13/1/2024,07,TAP MUN,8,45,57,36
13/1/2024,08,TAP MUN,8,42,61,34
13/1/2024,09,TAP MUN,8,39,62,31
13/1/2024,10,TAP MUN,11,37,95,30
13/1/2024,11,TAP MUN,19,35,116,25
13/1/2024,12,TAP MUN,10,38,139,26
13/1/2024,13,TAP MUN,10,37,150,23
13/1/2024,14,TAP MUN,14,40,151,27
13/1/2024,15,TAP MUN,11,39,155,24
13/1/2024,16,TAP MUN,13,36,165,21
13/1/2024,17,TAP MUN,13,38,169,22
13/1/2024,18,TAP MUN,13,43,184,24
13/1/2024,19,TAP MUN,15,52,181,32
13/1/2024,20,TAP MUN,13,45,155,26
13/1/2024,21,TAP MUN,18,33,121,17
13/1/2024,22,TAP MUN,15,24,103,11
13/1/2024,23,TAP MUN,9,22,107,9
13/1/2024,24,TAP MUN,8,24,109,10
14/1/2024,01,TAP MUN,N.A.,23,N.A.,11
14/1/2024,02,TAP MUN,7,22,111,9
14/1/2024,03,TAP MUN,6,23,111,11
14/1/2024,04,TAP MUN,8,23,108,10
14/1/2024,05,TAP MUN,8,21,105,9
14/1/2024,06,TAP MUN,21,20,80,10
14/1/2024,07,TAP MUN,14,18,73,11
14/1/2024,08,TAP MUN,12,13,64,9
14/1/2024,09,TAP MUN,13,13,64,9
14/1/2024,10,TAP MUN,22,17,67,12
14/1/2024,11,TAP MUN,27,19,77,11
14/1/2024,12,TAP MUN,15,30,103,21
14/1/2024,13,TAP MUN,10,27,113,19
14/1/2024,14,TAP MUN,11,21,117,10
14/1/2024,15,TAP MUN,9,23,128,10
14/1/2024,16,TAP MUN,7,28,133,13
14/1/2024,17,TAP MUN,7,34,136,12
14/1/2024,18,TAP MUN,9,45,131,14
14/1/2024,19,TAP MUN,8,44,102,13
14/1/2024,20,TAP MUN,14,23,76,10
14/1/2024,21,TAP MUN,12,29,82,9
14/1/2024,22,TAP MUN,8,14,80,8
14/1/2024,23,TAP MUN,7,11,80,8
14/1/2024,24,TAP MUN,8,11,76,7
15/1/2024,01,TAP MUN,8,11,66,7
15/1/2024,02,TAP MUN,10,11,54,7
15/1/2024,03,TAP MUN,8,9,53,6
15/1/2024,04,TAP MUN,10,10,50,6
15/1/2024,05,TAP MUN,9,12,47,9
15/1/2024,06,TAP MUN,8,9,48,6
15/1/2024,07,TAP MUN,14,11,46,7
15/1/2024,08,TAP MUN,16,12,35,8
15/1/2024,09,TAP MUN,14,9,49,5
15/1/2024,10,TAP MUN,38,13,44,6
15/1/2024,11,TAP MUN,39,24,68,13
15/1/2024,12,TAP MUN,20,29,117,13
15/1/2024,13,TAP MUN,10,37,144,19
15/1/2024,14,TAP MUN,11,37,165,21
15/1/2024,15,TAP MUN,13,N.A.,179,N.A.
15/1/2024,16,TAP MUN,14,N.A.,171,N.A.
15/1/2024,17,TAP MUN,10,46,161,19
15/1/2024,18,TAP MUN,10,42,123,17
15/1/2024,19,TAP MUN,9,46,115,18
15/1/2024,20,TAP MUN,11,64,121,29
15/1/2024,21,TAP MUN,6,64,132,22
15/1/2024,22,TAP MUN,6,54,126,14
15/1/2024,23,TAP MUN,6,58,119,21
15/1/2024,24,TAP MUN,6,60,111,27
16/1/2024,01,TAP MUN,N.A.,56,N.A.,28
16/1/2024,02,TAP MUN,7,49,103,21
16/1/2024,03,TAP MUN,7,45,103,19
16/1/2024,04,TAP MUN,6,46,103,20
16/1/2024,05,TAP MUN,6,50,103,21
16/1/2024,06,TAP MUN,6,45,103,20
16/1/2024,07,TAP MUN,6,41,103,22
16/1/2024,08,TAP MUN,6,37,103,22
16/1/2024,09,TAP MUN,6,36,103,24
16/1/2024,10,TAP MUN,9,40,102,22
16/1/2024,11,TAP MUN,7,48,112,24
16/1/2024,12,TAP MUN,8,44,120,28
16/1/2024,13,TAP MUN,7,39,131,27
16/1/2024,14,TAP MUN,8,30,134,22
16/1/2024,15,TAP MUN,7,35,144,17
16/1/2024,16,TAP MUN,9,43,157,21
16/1/2024,17,TAP MUN,8,44,164,25
16/1/2024,18,TAP MUN,9,52,163,30
16/1/2024,19,TAP MUN,10,59,151,30
16/1/2024,20,TAP MUN,9,68,137,29
16/1/2024,21,TAP MUN,11,62,127,23
16/1/2024,22,TAP MUN,8,55,127,19
16/1/2024,23,TAP MUN,8,57,119,22
16/1/2024,24,TAP MUN,8,51,117,15
17/1/2024,01,TAP MUN,11,48,109,12
17/1/2024,02,TAP MUN,18,52,101,18
17/1/2024,03,TAP MUN,9,54,105,18
17/1/2024,04,TAP MUN,9,60,94,22
17/1/2024,05,TAP MUN,9,58,92,28
17/1/2024,06,TAP MUN,9,59,96,36
17/1/2024,07,TAP MUN,10,66,72,34
17/1/2024,08,TAP MUN,10,61,73,30
17/1/2024,09,TAP MUN,10,52,74,26
17/1/2024,10,TAP MUN,19,39,87,20
17/1/2024,11,TAP MUN,13,29,96,16
17/1/2024,12,TAP MUN,12,36,107,22
17/1/2024,13,TAP MUN,9,36,110,22
17/1/2024,14,TAP MUN,9,30,120,21
17/1/2024,15,TAP MUN,9,33,128,23
17/1/2024,16,TAP MUN,11,36,122,21
17/1/2024,17,TAP MUN,11,37,124,20
17/1/2024,18,TAP MUN,9,36,111,19
17/1/2024,19,TAP MUN,9,33,76,18
17/1/2024,20,TAP MUN,11,35,79,18
17/1/2024,21,TAP MUN,12,33,83,18
17/1/2024,22,TAP MUN,11,27,84,17
17/1/2024,23,TAP MUN,11,23,69,15
17/1/2024,24,TAP MUN,12,19,68,12
18/1/2024,01,TAP MUN,N.A.,18,N.A.,11
18/1/2024,02,TAP MUN,16,19,53,12
18/1/2024,03,TAP MUN,13,17,54,10
18/1/2024,04,TAP MUN,12,14,48,8
18/1/2024,05,TAP MUN,13,14,50,8
18/1/2024,06,TAP MUN,18,17,50,10
18/1/2024,07,TAP MUN,14,18,42,11
18/1/2024,08,TAP MUN,14,18,46,13
18/1/2024,09,TAP MUN,15,16,44,10
18/1/2024,10,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,11,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,12,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,13,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,14,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,15,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,16,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,17,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,18,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,19,TAP MUN,N.A.,N.A.,N.A.,N.A.
18/1/2024,20,TAP MUN,5,19,70,7
18/1/2024,21,TAP MUN,7,13,50,4
18/1/2024,22,TAP MUN,5,7,46,2
18/1/2024,23,TAP MUN,5,8,45,5
18/1/2024,24,TAP MUN,6,6,40,3
19/1/2024,01,TAP MUN,7,8,33,5
19/1/2024,02,TAP MUN,6,8,33,6
19/1/2024,03,TAP MUN,5,9,34,6
19/1/2024,04,TAP MUN,4,8,35,5
19/1/2024,05,TAP MUN,4,7,31,4
19/1/2024,06,TAP MUN,5,10,34,7
19/1/2024,07,TAP MUN,6,8,34,5
19/1/2024,08,TAP MUN,9,7,32,4
19/1/2024,09,TAP MUN,13,10,42,6
19/1/2024,10,TAP MUN,20,14,62,9
19/1/2024,11,TAP MUN,23,15,89,9
19/1/2024,12,TAP MUN,13,17,126,9
19/1/2024,13,TAP MUN,9,21,147,13
19/1/2024,14,TAP MUN,10,26,159,16
19/1/2024,15,TAP MUN,6,29,150,17
19/1/2024,16,TAP MUN,4,20,144,10
19/1/2024,17,TAP MUN,6,23,146,12
19/1/2024,18,TAP MUN,3,20,113,10
19/1/2024,19,TAP MUN,4,14,107,6
19/1/2024,20,TAP MUN,8,18,94,8
19/1/2024,21,TAP MUN,10,19,57,7
19/1/2024,22,TAP MUN,5,11,47,5
19/1/2024,23,TAP MUN,5,11,43,8
19/1/2024,24,TAP MUN,6,11,63,7
20/1/2024,01,TAP MUN,N.A.,12,N.A.,5
20/1/2024,02,TAP MUN,4,14,78,6
20/1/2024,03,TAP MUN,5,13,76,4
20/1/2024,04,TAP MUN,6,14,50,6
20/1/2024,05,TAP MUN,5,10,35,5
20/1/2024,06,TAP MUN,4,7,29,5
20/1/2024,07,TAP MUN,5,7,26,5
20/1/2024,08,TAP MUN,8,7,28,5
20/1/2024,09,TAP MUN,6,6,47,4
20/1/2024,10,TAP MUN,15,8,62,3
20/1/2024,11,TAP MUN,20,15,70,8
20/1/2024,12,TAP MUN,25,23,82,13
20/1/2024,13,TAP MUN,23,27,113,16
20/1/2024,14,TAP MUN,16,31,184,16
20/1/2024,15,TAP MUN,14,39,162,22
20/1/2024,16,TAP MUN,15,38,162,21
20/1/2024,17,TAP MUN,18,41,133,21
20/1/2024,18,TAP MUN,14,33,113,16
20/1/2024,19,TAP MUN,15,32,120,18
20/1/2024,20,TAP MUN,15,35,105,18
20/1/2024,21,TAP MUN,18,32,86,16
20/1/2024,22,TAP MUN,16,28,79,13
20/1/2024,23,TAP MUN,17,21,66,10
20/1/2024,24,TAP MUN,15,23,59,10
21/1/2024,01,TAP MUN,19,22,41,11
21/1/2024,02,TAP MUN,20,23,31,10
21/1/2024,03,TAP MUN,19,19,28,9
21/1/2024,04,TAP MUN,18,20,25,13
21/1/2024,05,TAP MUN,15,18,27,12
21/1/2024,06,TAP MUN,14,14,28,8
21/1/2024,07,TAP MUN,13,14,29,10
21/1/2024,08,TAP MUN,13,12,30,10
21/1/2024,09,TAP MUN,13,12,33,9
21/1/2024,10,TAP MUN,14,14,36,9
21/1/2024,11,TAP MUN,14,16,48,8
21/1/2024,12,TAP MUN,14,20,57,11
21/1/2024,13,TAP MUN,15,22,65,11
21/1/2024,14,TAP MUN,13,26,82,14
21/1/2024,15,TAP MUN,12,25,97,15
21/1/2024,16,TAP MUN,14,N.A.,99,N.A.
21/1/2024,17,TAP MUN,16,40,100,14
21/1/2024,18,TAP MUN,15,25,88,12
21/1/2024,19,TAP MUN,11,24,106,12
21/1/2024,20,TAP MUN,8,26,109,16
21/1/2024,21,TAP MUN,9,28,113,17
21/1/2024,22,TAP MUN,15,30,98,17
21/1/2024,23,TAP MUN,10,28,87,16
21/1/2024,24,TAP MUN,12,29,70,19
22/1/2024,01,TAP MUN,N.A.,29,N.A.,21
22/1/2024,02,TAP MUN,16,25,51,17
22/1/2024,03,TAP MUN,16,26,44,19
22/1/2024,04,TAP MUN,17,26,41,19
22/1/2024,05,TAP MUN,14,28,42,20
22/1/2024,06,TAP MUN,11,26,43,18
22/1/2024,07,TAP MUN,12,26,42,18
22/1/2024,08,TAP MUN,10,24,42,17
22/1/2024,09,TAP MUN,14,25,38,18
22/1/2024,10,TAP MUN,13,28,37,19
22/1/2024,11,TAP MUN,13,31,35,19
22/1/2024,12,TAP MUN,14,34,36,19
22/1/2024,13,TAP MUN,12,32,43,15
22/1/2024,14,TAP MUN,12,28,46,14
22/1/2024,15,TAP MUN,11,23,43,10
22/1/2024,16,TAP MUN,12,21,41,8
22/1/2024,17,TAP MUN,14,20,38,5
22/1/2024,18,TAP MUN,14,20,35,6
22/1/2024,19,TAP MUN,15,22,32,6
22/1/2024,20,TAP MUN,15,20,31,3
22/1/2024,21,TAP MUN,14,25,31,4
22/1/2024,22,TAP MUN,12,20,36,5
22/1/2024,23,TAP MUN,11,11,37,3
22/1/2024,24,TAP MUN,10,7,39,3
23/1/2024,01,TAP MUN,9,11,40,8
23/1/2024,02,TAP MUN,9,6,38,4
23/1/2024,03,TAP MUN,8,3,39,3
23/1/2024,04,TAP MUN,8,2,39,3
23/1/2024,05,TAP MUN,7,3,41,3
23/1/2024,06,TAP MUN,7,6,43,6
23/1/2024,07,TAP MUN,7,8,45,8
23/1/2024,08,TAP MUN,8,6,43,7
23/1/2024,09,TAP MUN,8,7,43,7
23/1/2024,10,TAP MUN,9,11,45,12
23/1/2024,11,TAP MUN,9,13,45,13
23/1/2024,12,TAP MUN,9,16,49,14
23/1/2024,13,TAP MUN,8,16,55,14
23/1/2024,14,TAP MUN,8,16,58,14
23/1/2024,15,TAP MUN,8,22,61,18
23/1/2024,16,TAP MUN,8,23,64,18
23/1/2024,17,TAP MUN,9,27,59,22
23/1/2024,18,TAP MUN,10,30,58,25
23/1/2024,19,TAP MUN,9,26,57,21
23/1/2024,20,TAP MUN,8,26,59,21
23/1/2024,21,TAP MUN,8,28,59,24
23/1/2024,22,TAP MUN,8,30,60,25
23/1/2024,23,TAP MUN,7,31,62,26
23/1/2024,24,TAP MUN,7,28,61,23
24/1/2024,01,TAP MUN,N.A.,25,N.A.,20
24/1/2024,02,TAP MUN,N.A.,26,N.A.,22
24/1/2024,03,TAP MUN,5,26,63,22
24/1/2024,04,TAP MUN,6,24,62,20
24/1/2024,05,TAP MUN,6,27,61,23
24/1/2024,06,TAP MUN,5,28,63,24
24/1/2024,07,TAP MUN,6,27,61,24
24/1/2024,08,TAP MUN,7,29,59,25
24/1/2024,09,TAP MUN,8,24,57,21
24/1/2024,10,TAP MUN,9,23,58,19
24/1/2024,11,TAP MUN,10,25,60,20
24/1/2024,12,TAP MUN,11,28,62,22
24/1/2024,13,TAP MUN,11,29,66,23
24/1/2024,14,TAP MUN,11,29,70,22
24/1/2024,15,TAP MUN,11,28,72,21
24/1/2024,16,TAP MUN,11,28,71,21
24/1/2024,17,TAP MUN,14,24,67,16
24/1/2024,18,TAP MUN,18,28,60,19
24/1/2024,19,TAP MUN,17,29,58,20
24/1/2024,20,TAP MUN,15,30,58,21
24/1/2024,21,TAP MUN,15,26,56,19
24/1/2024,22,TAP MUN,16,26,53,19
24/1/2024,23,TAP MUN,16,25,52,18
24/1/2024,24,TAP MUN,12,24,55,17
25/1/2024,01,TAP MUN,10,22,56,17
25/1/2024,02,TAP MUN,9,20,56,15
25/1/2024,03,TAP MUN,8,20,56,16
25/1/2024,04,TAP MUN,8,22,56,19
25/1/2024,05,TAP MUN,7,18,55,15
25/1/2024,06,TAP MUN,7,18,55,14
25/1/2024,07,TAP MUN,8,21,54,18
25/1/2024,08,TAP MUN,9,22,54,19
25/1/2024,09,TAP MUN,10,22,53,18
25/1/2024,10,TAP MUN,12,23,49,18
25/1/2024,11,TAP MUN,22,23,45,16
25/1/2024,12,TAP MUN,21,27,51,18
25/1/2024,13,TAP MUN,18,29,62,18
25/1/2024,14,TAP MUN,14,36,79,24
25/1/2024,15,TAP MUN,12,35,96,23
25/1/2024,16,TAP MUN,11,33,101,20
25/1/2024,17,TAP MUN,18,33,91,20
25/1/2024,18,TAP MUN,18,36,82,21
25/1/2024,19,TAP MUN,19,37,76,23
25/1/2024,20,TAP MUN,21,36,67,20
25/1/2024,21,TAP MUN,23,39,60,22
25/1/2024,22,TAP MUN,17,37,62,24
25/1/2024,23,TAP MUN,16,31,58,21
25/1/2024,24,TAP MUN,16,31,55,21
26/1/2024,01,TAP MUN,N.A.,28,N.A.,20
26/1/2024,02,TAP MUN,19,27,48,19
26/1/2024,03,TAP MUN,18,30,49,23
26/1/2024,04,TAP MUN,15,32,49,26
26/1/2024,05,TAP MUN,16,29,45,22
26/1/2024,06,TAP MUN,17,28,43,21
26/1/2024,07,TAP MUN,15,29,44,23
26/1/2024,08,TAP MUN,17,28,45,21
26/1/2024,09,TAP MUN,15,32,53,22
26/1/2024,10,TAP MUN,17,35,48,24
26/1/2024,11,TAP MUN,18,32,49,22
26/1/2024,12,TAP MUN,20,34,53,23
26/1/2024,13,TAP MUN,20,36,57,24
26/1/2024,14,TAP MUN,17,32,72,22
26/1/2024,15,TAP MUN,15,39,85,28
26/1/2024,16,TAP MUN,16,37,94,26
26/1/2024,17,TAP MUN,20,31,84,20
26/1/2024,18,TAP MUN,25,35,76,22
26/1/2024,19,TAP MUN,23,40,68,26
26/1/2024,20,TAP MUN,28,40,51,24
26/1/2024,21,TAP MUN,31,44,41,26
26/1/2024,22,TAP MUN,20,47,54,30
26/1/2024,23,TAP MUN,25,36,47,26
26/1/2024,24,TAP MUN,20,27,52,19
27/1/2024,01,TAP MUN,20,31,48,23
27/1/2024,02,TAP MUN,20,32,45,23
27/1/2024,03,TAP MUN,19,31,45,22
27/1/2024,04,TAP MUN,18,31,46,23
27/1/2024,05,TAP MUN,23,34,42,24
27/1/2024,06,TAP MUN,18,34,44,25
27/1/2024,07,TAP MUN,18,33,44,24
27/1/2024,08,TAP MUN,17,34,42,24
27/1/2024,09,TAP MUN,16,31,43,23
27/1/2024,10,TAP MUN,18,31,45,22
27/1/2024,11,TAP MUN,19,34,50,24
27/1/2024,12,TAP MUN,18,37,54,25
27/1/2024,13,TAP MUN,17,40,55,27
27/1/2024,14,TAP MUN,17,39,63,26
27/1/2024,15,TAP MUN,16,43,72,30
27/1/2024,16,TAP MUN,15,44,73,31
27/1/2024,17,TAP MUN,17,42,64,28
27/1/2024,18,TAP MUN,19,39,55,25
27/1/2024,19,TAP MUN,23,39,43,25
27/1/2024,20,TAP MUN,20,42,44,28
27/1/2024,21,TAP MUN,19,36,42,27
27/1/2024,22,TAP MUN,16,36,39,29
27/1/2024,23,TAP MUN,17,37,34,32
27/1/2024,24,TAP MUN,17,34,32,30
28/1/2024,01,TAP MUN,N.A.,34,N.A.,31
28/1/2024,02,TAP MUN,11,32,33,30
28/1/2024,03,TAP MUN,11,23,34,23
28/1/2024,04,TAP MUN,10,23,34,22
28/1/2024,05,TAP MUN,10,20,34,19
28/1/2024,06,TAP MUN,10,14,35,14
28/1/2024,07,TAP MUN,7,11,37,11
28/1/2024,08,TAP MUN,9,12,34,11
28/1/2024,09,TAP MUN,10,14,34,13
28/1/2024,10,TAP MUN,11,8,35,8
28/1/2024,11,TAP MUN,10,9,36,9
28/1/2024,12,TAP MUN,11,10,39,9
28/1/2024,13,TAP MUN,12,16,41,14
28/1/2024,14,TAP MUN,13,17,45,14
28/1/2024,15,TAP MUN,12,17,52,14
28/1/2024,16,TAP MUN,13,18,53,15
28/1/2024,17,TAP MUN,17,24,49,19
28/1/2024,18,TAP MUN,18,23,46,18
28/1/2024,19,TAP MUN,21,21,42,18
28/1/2024,20,TAP MUN,23,29,32,24
28/1/2024,21,TAP MUN,29,31,21,25
28/1/2024,22,TAP MUN,25,34,21,27
28/1/2024,23,TAP MUN,25,33,20,27
28/1/2024,24,TAP MUN,19,32,23,28
29/1/2024,01,TAP MUN,17,26,24,22
29/1/2024,02,TAP MUN,22,27,21,24
29/1/2024,03,TAP MUN,16,25,24,23
29/1/2024,04,TAP MUN,21,26,17,24
29/1/2024,05,TAP MUN,19,29,18,25
29/1/2024,06,TAP MUN,17,32,19,29
29/1/2024,07,TAP MUN,16,35,18,32
29/1/2024,08,TAP MUN,22,30,13,27
29/1/2024,09,TAP MUN,22,30,13,27
29/1/2024,10,TAP MUN,21,28,20,24
29/1/2024,11,TAP MUN,16,31,27,27
29/1/2024,12,TAP MUN,15,30,36,27
29/1/2024,13,TAP MUN,16,27,44,25
29/1/2024,14,TAP MUN,19,25,54,22
29/1/2024,15,TAP MUN,16,26,68,23
29/1/2024,16,TAP MUN,13,25,78,21
29/1/2024,17,TAP MUN,14,26,77,21
29/1/2024,18,TAP MUN,12,20,68,18
29/1/2024,19,TAP MUN,11,18,48,16
29/1/2024,20,TAP MUN,12,19,43,15
29/1/2024,21,TAP MUN,11,18,30,14
29/1/2024,22,TAP MUN,10,18,32,17
29/1/2024,23,TAP MUN,10,19,29,17
29/1/2024,24,TAP MUN,9,17,25,15
30/1/2024,01,TAP MUN,N.A.,18,N.A.,15
30/1/2024,02,TAP MUN,15,21,33,18
30/1/2024,03,TAP MUN,16,25,27,21
30/1/2024,04,TAP MUN,11,29,55,23
30/1/2024,05,TAP MUN,9,40,70,30
30/1/2024,06,TAP MUN,8,39,55,29
30/1/2024,07,TAP MUN,7,29,37,22
30/1/2024,08,TAP MUN,7,27,30,23
30/1/2024,09,TAP MUN,11,25,42,22
30/1/2024,10,TAP MUN,10,32,64,26
30/1/2024,11,TAP MUN,10,28,74,20
30/1/2024,12,TAP MUN,12,29,76,20
30/1/2024,13,TAP MUN,13,29,81,20
30/1/2024,14,TAP MUN,9,24,95,18
30/1/2024,15,TAP MUN,9,23,99,15
30/1/2024,16,TAP MUN,8,23,101,14
30/1/2024,17,TAP MUN,9,23,99,13
30/1/2024,18,TAP MUN,8,23,91,11
30/1/2024,19,TAP MUN,9,27,86,12
30/1/2024,20,TAP MUN,7,25,84,14
30/1/2024,21,TAP MUN,7,20,72,15
30/1/2024,22,TAP MUN,6,17,78,12
30/1/2024,23,TAP MUN,9,19,100,11
30/1/2024,24,TAP MUN,9,22,94,11
31/1/2024,01,TAP MUN,8,25,86,11
31/1/2024,02,TAP MUN,9,26,64,13
31/1/2024,03,TAP MUN,8,26,65,16
31/1/2024,04,TAP MUN,7,24,57,13
31/1/2024,05,TAP MUN,6,21,43,12
31/1/2024,06,TAP MUN,6,21,37,12
31/1/2024,07,TAP MUN,5,23,54,11
31/1/2024,08,TAP MUN,5,32,58,13
31/1/2024,09,TAP MUN,6,41,61,15
31/1/2024,10,TAP MUN,10,43,64,17
31/1/2024,11,TAP MUN,15,39,59,22
31/1/2024,12,TAP MUN,18,40,62,17
31/1/2024,13,TAP MUN,13,41,78,17
31/1/2024,14,TAP MUN,8,38,93,17
31/1/2024,15,TAP MUN,11,35,97,16
31/1/2024,16,TAP MUN,10,32,97,16
31/1/2024,17,TAP MUN,11,28,88,14
31/1/2024,18,TAP MUN,11,29,100,14
31/1/2024,19,TAP MUN,13,30,101,12
31/1/2024,20,TAP MUN,9,28,96,11
31/1/2024,21,TAP MUN,7,20,67,9
31/1/2024,22,TAP MUN,6,16,52,9
31/1/2024,23,TAP MUN,8,19,83,10
31/1/2024,24,TAP MUN,7,18,91,8
